seller_id,productId,title,description,imageUrlStr,quantity,mrp,sellingPrice,specialPrice,categories,productBrand,productFamily,inStock,codAvailable,offers,discount,shippingCharges,deliveryTime,size,color,sizeUnit,storage,displaySize,keySpecsStr,detailedSpecsStr,specificationList,sellerName,sellerAverageRating,sellerNoOfRatings,sellerNoOfReviews,sleeve,neck,idealFor
,CAMDYMHYZTM6YSU8,Samsung ST30,,http://img.fkcdn.com/image/camera/s/u/8/samsung-st30-point-shoot-original-imadymn2fyt5wkqg.jpeg;http://img.fkcdn.com/image/camera/s/u/8/samsung-st30-point-shoot-200x200-imadymn2fyt5wkqg.jpeg;http://img.fkcdn.com/image/camera/s/u/8/samsung-st30-point-shoot-400x400-imadymn2fyt5wkqg.jpeg;http://img.fkcdn.com/image/camera/s/u/8/samsung-st30-point-shoot-800x800-imadymn2fyt5wkqg.jpeg,1,5990,5810,5810,24,Samsung,"[CAMCXNWTBGDD7GKR, CAMDYMHYVJEMC4GJ]",FALSE,TRUE,,3,0,,,,,,,,,,,3.7364748,573,32,,,
,CAMDX5DGX8ZFBZHE,Ricoh WG-20,,http://img.fkcdn.com/image/camera/z/h/e/ricoh-wg-20-original-imadxa3hqrczrk5r.jpeg;http://img.fkcdn.com/image/camera/z/h/e/ricoh-wg-20-200x200-imadxa3hqrczrk5r.jpeg;http://img.fkcdn.com/image/camera/z/h/e/ricoh-wg-20-400x400-imadxa3hqrczrk5r.jpeg;http://img.fkcdn.com/image/camera/z/h/e/ricoh-wg-20-800x800-imadxa3hqrczrk5r.jpeg,1,14995,14995,14995,24,Ricoh,"[CAMDX5DG2QNNWDPY, CAMDX5DGPKJQRKCE]",FALSE,TRUE,,0,0,,,Black,,,,,Effective Pixels - 14 Megapixels;2.7 inch LCD Screen;Optical Zoom - 5;WiFi Enabled,,,4.2323165,5746505,254630,,,
,CAMCXNWTBGDD7GKR,SAMSUNG ST30 Point & Shoot Camera,,http://img.fkcdn.com/image/camera/g/k/r/samsung-st-series-st30-point-shoot-original-imacyby59uq6bjqp.jpeg;http://img.fkcdn.com/image/camera/g/k/r/samsung-st-series-st30-point-shoot-200x200-imacyby59uq6bjqp.jpeg;http://img.fkcdn.com/image/camera/g/k/r/samsung-st-series-st30-point-shoot-400x400-imacyby59uq6bjqp.jpeg;http://img.fkcdn.com/image/camera/g/k/r/samsung-st-series-st30-point-shoot-800x800-imacyby59uq6bjqp.jpeg,1,5990,5810,5810,24,SAMSUNG,"[CAMDYMHYVJEMC4GJ, CAMDYMHYZTM6YSU8]",FALSE,TRUE,,3,0,,,Silver,,,,Effective Pixels - 10.13Megapixels;Optical Zoom - 3;CCD Image Sensor;2.4 inch LCD Screen,"Effective Pixels - 10.13 Megapixels;Warranty Summary - Samsung Digital Camera products are covered with 2 Years domestic warranty, including only manufacturing defects and services, but not defects due to mishandling.;2.4 inch LCD Screen;Optical Zoom - 3;Sensor Size - 3/1/2015",,,3.731239,573,31,,,
,CAMCZR9Y4RNZWVGD,Panasonic Lumix FX-78 Point & Shoot Camera,,http://img.fkcdn.com/image/camera/v/g/d/panasonic-lumix-fx-78-point-shoot-original-imad87n7wkgpnezs.jpeg;http://img.fkcdn.com/image/camera/v/g/d/panasonic-lumix-fx-78-point-shoot-200x200-imad87n7wkgpnezs.jpeg;http://img.fkcdn.com/image/camera/v/g/d/panasonic-lumix-fx-78-point-shoot-400x400-imad87n7wkgpnezs.jpeg;http://img.fkcdn.com/image/camera/v/g/d/panasonic-lumix-fx-78-point-shoot-800x800-imad87n7wkgpnezs.jpeg,1,10099,9099,9099,24,Panasonic,"[CAMCZSGARD6ZGWWT, CAMCZSHYHAQ4RWEF, CAMD22QFCZXHHCH6]",FALSE,TRUE,,9,0,,,Black,,,,Effective Pixels - 12.1Megapixels;Optical Zoom - 5;CCD Image Sensor;3.5 inch LCD Screen,"Effective Pixels - 12.1 Megapixels;Warranty Summary - Panasonic Digital camera products are covered with 3 years domestic warranty, including only manufacturing defects and services, but not defects due to mishandling.;3.5 inch LCD Screen;Optical Zoom - 5;Sensor Size - 1/2.33",,,3.3453608,194,19,,,
,CAMDVN9GAFJSFKWQ,Sony NEX-7K DSLR Camera,,http://img.fkcdn.com/image/camera/k/w/q/sony-nex-7k-mirrorless-original-imadvnaqwfkfezhq.jpeg;http://img.fkcdn.com/image/camera/k/w/q/sony-nex-7k-mirrorless-200x200-imadvnaqwfkfezhq.jpeg;http://img.fkcdn.com/image/camera/k/w/q/sony-nex-7k-mirrorless-400x400-imadvnaqwfkfezhq.jpeg;http://img.fkcdn.com/image/camera/k/w/q/sony-nex-7k-mirrorless-800x800-imadvnaqwfkfezhq.jpeg,1,79990,77990,77990,24,Sony,[],FALSE,FALSE,,2,0,,,Black,,,,Effective Pixels - 24.3 Megapixels;Sensor Type - CMOS;with 3 inch LCD,Effective Pixels - 24.3 Megapixels;Warranty Summary - 2 Years Sony India Warranty and Free Transit insurance;3 inch LCD Screen;Sensor Size - 23.5x15.6 mm,,,4.2323165,5746505,254630,,,
,CAMDTZ3QAF8QF88Y,Panasonic Lumix DMC-GF5W,,http://img.fkcdn.com/image/camera/8/8/y/panasonic-lumix-dmc-gf5w-original-imae3g88tartrgr7.jpeg;http://img.fkcdn.com/image/camera/8/8/y/panasonic-lumix-dmc-gf5w-200x200-imae3g88tartrgr7.jpeg;http://img.fkcdn.com/image/camera/8/8/y/panasonic-lumix-dmc-gf5w-400x400-imae3g88tartrgr7.jpeg;http://img.fkcdn.com/image/camera/8/8/y/panasonic-lumix-dmc-gf5w-800x800-imae3g88tartrgr7.jpeg,1,59990,35990,35990,24,Panasonic,[],FALSE,TRUE,,40,0,,,White,,,,,Effective Pixels - 12.1 Megapixels;3 inch LCD Screen;Sensor Size - 17.3 x 13.0 mm,,,4.1067963,309,15,,,
,CAMDX5DG2QNNWDPY,Ricoh WG-20,,http://img.fkcdn.com/image/camera/d/p/y/ricoh-wg-20-original-imadxa5umurgnvqz.jpeg;http://img.fkcdn.com/image/camera/d/p/y/ricoh-wg-20-200x200-imadxa5umurgnvqz.jpeg;http://img.fkcdn.com/image/camera/d/p/y/ricoh-wg-20-400x400-imadxa5umurgnvqz.jpeg;http://img.fkcdn.com/image/camera/d/p/y/ricoh-wg-20-800x800-imadxa5umurgnvqz.jpeg,1,14995,14995,14995,24,Ricoh,"[CAMDX5DGPKJQRKCE, CAMDX5DGX8ZFBZHE]",FALSE,TRUE,,0,0,,,White,,,,,Effective Pixels - 14 Megapixels;2.7 inch LCD Screen;Optical Zoom - 5;WiFi Enabled,,,4.2323165,5746505,254630,,,
,CAMDX5DRGUJUSQ2V,Ricoh WG-4 GPS,,http://img.fkcdn.com/image/camera/q/2/v/ricoh-wg-4-gps-original-imadxm4uf6rehssz.jpeg;http://img.fkcdn.com/image/camera/q/2/v/ricoh-wg-4-gps-200x200-imadxm4uf6rehssz.jpeg;http://img.fkcdn.com/image/camera/q/2/v/ricoh-wg-4-gps-400x400-imadxm4uf6rehssz.jpeg;http://img.fkcdn.com/image/camera/q/2/v/ricoh-wg-4-gps-800x800-imadxm4uf6rehssz.jpeg,1,23995,23995,23995,24,Ricoh,[CAMDX5DRBYPDFDGH],FALSE,TRUE,,0,0,,,Black,,,,,Effective Pixels - 16 Megapixels;3 inch LCD Screen;Optical Zoom - 4,,,4.2323165,5746505,254630,,,
,CAMDYMHYVJEMC4GJ,Samsung ST30,,http://img.fkcdn.com/image/camera/4/g/j/samsung-st30-point-shoot-original-imadymn5c2gtugjc.jpeg;http://img.fkcdn.com/image/camera/4/g/j/samsung-st30-point-shoot-200x200-imadymn5c2gtugjc.jpeg;http://img.fkcdn.com/image/camera/4/g/j/samsung-st30-point-shoot-400x400-imadymn5c2gtugjc.jpeg;http://img.fkcdn.com/image/camera/4/g/j/samsung-st30-point-shoot-800x800-imadymn5c2gtugjc.jpeg,1,5990,5810,5810,24,Samsung,"[CAMCXNWTBGDD7GKR, CAMDYMHYZTM6YSU8]",FALSE,TRUE,,3,0,,,,,,,,,,,3.7364748,573,32,,,
,CAMDTZYVTG2NYVSW,Pentax K 5 II (Body Only) DSLR Camera,,http://img.fkcdn.com/image/camera/v/s/w/pentax-k-5-ii-body-only-slr-original-imadtqdanegvcyz7.jpeg;http://img.fkcdn.com/image/camera/v/s/w/pentax-k-5-ii-body-only-slr-200x200-imadtqdanegvcyz7.jpeg;http://img.fkcdn.com/image/camera/v/s/w/pentax-k-5-ii-body-only-slr-400x400-imadtqdanegvcyz7.jpeg;http://img.fkcdn.com/image/camera/v/s/w/pentax-k-5-ii-body-only-slr-800x800-imadtqdanegvcyz7.jpeg,1,76995,76995,76995,24,Pentax,"[CAMDTZYVCFB8NTMP, CAMDTZYVNFH3MVDS]",TRUE,FALSE,,0,0,Usually Delivered within 7 days.,,,,,,Effective Pixels - 16.3 Megapixels;Sensor Type - CMOS;with 3 inch LCD,Effective Pixels - 16.3 Megapixels;3 inch LCD Screen;Sensor Size - 23.7 x 15.7 mm,,,4.220196,5791285,255327,,,
,CAMD22QFCZXHHCH6,Panasonic Lumix FX-78,,http://img.fkcdn.com/image/camera/c/h/6/panasonic-lumix-fx-78-original-imad87n7ekes24pp.jpeg;http://img.fkcdn.com/image/camera/c/h/6/panasonic-lumix-fx-78-200x200-imad87n7ekes24pp.jpeg;http://img.fkcdn.com/image/camera/c/h/6/panasonic-lumix-fx-78-400x400-imad87n7ekes24pp.jpeg;http://img.fkcdn.com/image/camera/c/h/6/panasonic-lumix-fx-78-800x800-imad87n7ekes24pp.jpeg,1,10099,7949,7949,24,Panasonic,"[CAMCZR9Y4RNZWVGD, CAMCZSGARD6ZGWWT, CAMCZSHYHAQ4RWEF]",FALSE,TRUE,,21,0,,,Pink,,,,,,,,3.3453608,194,19,,,
,CAMDX5DGPKJQRKCE,Ricoh WG-20,,http://img.fkcdn.com/image/camera/k/c/e/ricoh-wg-20-original-imadxa5u9czczcgn.jpeg;http://img.fkcdn.com/image/camera/k/c/e/ricoh-wg-20-200x200-imadxa5u9czczcgn.jpeg;http://img.fkcdn.com/image/camera/k/c/e/ricoh-wg-20-400x400-imadxa5u9czczcgn.jpeg;http://img.fkcdn.com/image/camera/k/c/e/ricoh-wg-20-800x800-imadxa5u9czczcgn.jpeg,1,14995,14995,14995,24,Ricoh,"[CAMDX5DG2QNNWDPY, CAMDX5DGX8ZFBZHE]",FALSE,TRUE,,0,0,,,Red,,,,,Effective Pixels - 14 Megapixels;2.7 inch LCD Screen;Optical Zoom - 5;WiFi Enabled,,,4.2323165,5746505,254630,,,
,CAMDTZYVNFH3MVDS,Pentax K 5 II (Single Body with DA 18-55 mm WR) DSLR Camera,,http://img.fkcdn.com/image/camera/v/d/s/pentax-k-5-ii-single-da-18-55-mm-wr-lens-slr-original-imadtqdargzbjjzq.jpeg;http://img.fkcdn.com/image/camera/v/d/s/pentax-k-5-ii-single-da-18-55-mm-wr-lens-slr-200x200-imadtqdargzbjjzq.jpeg;http://img.fkcdn.com/image/camera/v/d/s/pentax-k-5-ii-single-da-18-55-mm-wr-lens-slr-400x400-imadtqdargzbjjzq.jpeg;http://img.fkcdn.com/image/camera/v/d/s/pentax-k-5-ii-single-da-18-55-mm-wr-lens-slr-800x800-imadtqdargzbjjzq.jpeg,1,84995,76496,76496,24,Pentax,"[CAMDTZYVCFB8NTMP, CAMDTZYVTG2NYVSW]",TRUE,FALSE,,9,0,Usually Delivered within 7 days.,,,,,,Effective Pixels - 16.3 Megapixels;Sensor Type - CMOS;with 3 inch LCD,Effective Pixels - 16.3 Megapixels;3 inch LCD Screen;Sensor Size - 23.7 x 15.7 mm,,,4.2323165,5746505,254630,,,
,CAMDBRHCXF5KRBME,Panasonic Lumix DMC-S5 Point & Shoot Camera,,http://img.fkcdn.com/image/camera/b/m/e/panasonic-dmc-s5-original-imadbrz5zw53hhav.jpeg;http://img.fkcdn.com/image/camera/b/m/e/panasonic-dmc-s5-200x200-imadbrz5zw53hhav.jpeg;http://img.fkcdn.com/image/camera/b/m/e/panasonic-dmc-s5-400x400-imadbrz5zw53hhav.jpeg;http://img.fkcdn.com/image/camera/b/m/e/panasonic-dmc-s5-800x800-imadbrz5zw53hhav.jpeg,1,6990,4989,4989,24,Panasonic,"[CAMD9MTRTY68ZV7Z, CAMDBRHCRDGUKWVT]",FALSE,TRUE,,28,0,,,Silver,,,,Effective Pixels - 16.1Megapixels;Optical Zoom - 4;CCD Image Sensor;2.7 inch LCD Screen,"Effective Pixels - 16.1 Megapixels;Warranty Summary - Panasonic Digital camera products are covered with 3 years domestic warranty, including only manufacturing defects and services, but not defects due to mishandling.;2.7 inch LCD Screen;Optical Zoom - 4;Sensor Size - 1/2.33",,,3.9459877,648,21,,,
,CAMDX5DRT5YC7QEW,Ricoh HZ15,,http://img.fkcdn.com/image/camera/q/e/w/ricoh-hz15-original-imadxm4m5zw58tyq.jpeg;http://img.fkcdn.com/image/camera/q/e/w/ricoh-hz15-200x200-imadxm4m5zw58tyq.jpeg;http://img.fkcdn.com/image/camera/q/e/w/ricoh-hz15-400x400-imadxm4m5zw58tyq.jpeg;http://img.fkcdn.com/image/camera/q/e/w/ricoh-hz15-800x800-imadxm4m5zw58tyq.jpeg,1,7995,7995,7995,24,Ricoh,[],FALSE,TRUE,,0,0,,,Black,,,,,Effective Pixels - 16 Megapixels;3 inch LCD Screen;Optical Zoom - 15,,,4.2323165,5746505,254630,,,
,CAMDYAZYXHAVVFDG,Canon IXUS 150 Point & Shoot Camera,,http://img.fkcdn.com/image/camera/f/d/g/canon-ixus-150-original-imadybvvangguakc.jpeg;http://img.fkcdn.com/image/camera/f/d/g/canon-ixus-150-200x200-imadybvvangguakc.jpeg;http://img.fkcdn.com/image/camera/f/d/g/canon-ixus-150-400x400-imadybvvangguakc.jpeg;http://img.fkcdn.com/image/camera/f/d/g/canon-ixus-150-800x800-imadybvvangguakc.jpeg,1,8995,7399,7399,24,Canon,[],FALSE,TRUE,,17,0,,,,,,,Effective Pixels - 16Megapixels;Optical Zoom - 8;CCD Image Sensor;2.7 inch LCD Screen;WiFi Connected,Effective Pixels - 16 Megapixels;Warranty Summary - 2 Years Canon India Warranty and Free Transit Insurance;2.7 inch LCD Screen;Optical Zoom - 8;WiFi Enabled,,,3.731239,573,31,,,
,CAMDK3HYJKJXGYCZ,Panasonic HC-V110 Camcorder Camera,,http://img.fkcdn.com/image/camera/y/c/z/panasonic-hc-v110-camcorder-original-imadk3mf3ywzvv7g.jpeg;http://img.fkcdn.com/image/camera/y/c/z/panasonic-hc-v110-camcorder-200x200-imadk3mf3ywzvv7g.jpeg;http://img.fkcdn.com/image/camera/y/c/z/panasonic-hc-v110-camcorder-400x400-imadk3mf3ywzvv7g.jpeg;http://img.fkcdn.com/image/camera/y/c/z/panasonic-hc-v110-camcorder-800x800-imadk3mf3ywzvv7g.jpeg,1,16990,16400,16400,24,Panasonic,[],FALSE,TRUE,,3,0,,,,,,,8.9 MP;with Panasonic Lens;Optical Zoom: 38,Effective Pixels - 8.9 Megapixels;2.7 inch LCD Screen;Optical Zoom - 38;Sensor Size - 1/5.8 inch,,,3.9459877,648,21,,,
,CAMDATYV9GVYUJSU,Panasonic DMC-SZ7,,http://img.fkcdn.com/image/camera/j/s/u/panasonic-dmc-sz7-original-imadayrsrcrredpz.jpeg;http://img.fkcdn.com/image/camera/j/s/u/panasonic-dmc-sz7-200x200-imadayrsrcrredpz.jpeg;http://img.fkcdn.com/image/camera/j/s/u/panasonic-dmc-sz7-400x400-imadayrsrcrredpz.jpeg;http://img.fkcdn.com/image/camera/j/s/u/panasonic-dmc-sz7-800x800-imadayrsrcrredpz.jpeg,1,12000,12000,12000,24,Panasonic,"[CAMD9MTRPDAYHM9Q, CAMDBZ83BQTXQPHM]",FALSE,TRUE,,0,0,,,Pink,,,,,,,,3.889535,688,96,,,
,CAMDRFXZZVDCDNWQ,Sony NEX NEX 5TL Mirrorless Camera,,http://img.fkcdn.com/image/camera/n/w/q/sony-nex-nex-5tl-mirrorless-original-imadrfvhpb4gpf4v.jpeg;http://img.fkcdn.com/image/camera/n/w/q/sony-nex-nex-5tl-mirrorless-200x200-imadrfvhpb4gpf4v.jpeg;http://img.fkcdn.com/image/camera/n/w/q/sony-nex-nex-5tl-mirrorless-400x400-imadrfvhpb4gpf4v.jpeg;http://img.fkcdn.com/image/camera/n/w/q/sony-nex-nex-5tl-mirrorless-800x800-imadrfvhpb4gpf4v.jpeg,1,35990,33999,33999,24,Sony,[],FALSE,TRUE,,5,0,,,Black,,,,16.1 MP;CMOS;with 3 inch LCD,Effective Pixels - 16.1 Megapixels;Warranty Summary - 2 Years Sony India Warranty and Free Transit insurance;3 inch LCD Screen,,,3.7338004,571,31,,,
,CAMCZWZP94TTG5PP,Panasonic Lumix DMC LX5 Point & Shoot Camera,,http://img.fkcdn.com/image/camera/5/p/p/panasonic-lumix-dmc-lx5-point-shoot-original-imaczwqcgyugszng.jpeg;http://img.fkcdn.com/image/camera/5/p/p/panasonic-lumix-dmc-lx5-point-shoot-200x200-imaczwqcgyugszng.jpeg;http://img.fkcdn.com/image/camera/5/p/p/panasonic-lumix-dmc-lx5-point-shoot-400x400-imaczwqcgyugszng.jpeg;http://img.fkcdn.com/image/camera/5/p/p/panasonic-lumix-dmc-lx5-point-shoot-800x800-imaczwqcgyugszng.jpeg,1,17280,17280,17280,24,Panasonic,[CAMD6MFE9FYUKGZ6],FALSE,TRUE,,0,0,,,Black,,,,Effective Pixels - 10.1Megapixels;Optical Zoom - 3.8;CCD Image Sensor;3 inch LCD Screen,"Effective Pixels - 10.1 Megapixels;Warranty Summary - Panasonic Digital camera products are covered with 3 years domestic warranty, including only manufacturing defects and services, but not defects due to mishandling.;3 inch LCD Screen;Optical Zoom - 3.8;Sensor Size - 1/1.63 inch",,,4.35,40,0,,,
,CAMCZVHZHNPDFFYA,Panasonic Lumix DMC-FZ40 Point & Shoot Camera,"Panasonic recognizes the importance of zoom and its functions in professional photography, and brings to you a performance-packed ultra-zoom camera that will blow you away. The Panasonic Lumix DMC-FZ40 is a powerful digital camera belonging to the Super Zoom series of cameras from Panasonic. This point and shoot camera performs best in wildlife and outdoor settings, for long-range shooting. The Panasonic digital camera has a LEICA DC VARIO ELMARIT lens with a focal length of 4.5 - 108 mm and a 35 mm equivalent focal length of 25 - 600 mm. The Lumix DMC-FZ40 has a massive 24x optical zoom and digital zoom of 4x that bring all the details of your subject in focus. Experiment with the CCD image sensor, which enables the 16 megapixel resolution of your images. The camera channels powerful features in a professional-esque body. With a rounded grip on the front panel for a firm hold and a sturdy body to house the mechanics of a super-zoom camera, the DMC-FZ40 will be the ideal gadget to have along at any event. The back panel is dominated by the 3 inch TFT LCD screen which has a resolution of 230,000 dot pixels. The controls of the camera are located at convenient distances from the lens, shutter release button and the grip, making the use of this camera as easy as pie. Record every adorable moment in your life in high definition clarity with the HD video recording feature that records at 1280 x 720 dot pixel resolution and 30 fps. The Venus Engine HD II undertakes signal processing that enables crystal clear images and videos. Your images are shot in 4:3, 3:2, 16:9 and 1:1 aspect ratios, which are ideal to play on multiple kinds of media. The Lumix digital camera boasts of an electronic viewfinder that can be used to compose perfect snapshots that capture the essence of your memories. Battery and Storage The Panasonic camera stores your cherished photos on SD, SDHC and SDXC memory cards, which are easy to find and store. Powered by a Lithium Ion battery, the DMC-FZ40 camera can take up to 580 pictures on full charge, keeping you equipped through long events. Images in your camera can be transferred out into a computer or a laptop with the USB 2.0 high speed port. Watch your HD videos and high resolution images on a compatible large screen television by simply connecting the two with the HDMI mini connector in the camera. Performance The super zoom lens of this Panasonic camera has an aperture range of f/2.8 - 5.2, which controls the density of the light ray falling on the image sensor. The DMC-FZ40 uses the Auto Focus feature to focus in the range of 30 cm onwards (Wide) and 200 cm to infinity (Tele), taking care of the elbow grease for you while you enjoy photography. Low light photography will now be spectacular, with a light sensitivity range of ISO 80 - 1600 and a shutter speed range of 1/2000 - 60 sec. Breathe new life into your images with the built-in pop-up flash that has a range of 0.3 - 9.5 m (wide) and 1 - 5.1 m (Tele), all of which endeavor to deliver high resolution, bright and sharp images every time. Toggle the dial on the DMC-FZ40 to access the manual mode, which allows you complete control on your photographs. Features The Panasonic digital camera features automatic shooting modes like Portrait, Sports, Close-up modes and more, which optimize settings for popular scenes. The POWER O.I.S optical image stabilizer corrects unintended hand-shake for blur-free photographs that remind you of perfect sunny afternoons and exciting vacations. The Face Recognition feature can identify faces in a frame that have been pre-registered, to sort photographs depending on the people in them. With the self-timer, the camera allows you to delay releasing the shutter by 2 or 10 seconds, giving you ample time to set the camera down on a secure ledge for a full family photograph. You can also use the self-timer feature to capture steady and sharp images of moving objects. The Continuous Shooting mode lets you take up to 5 images in a sequence at a speed of 1.8 frames per second, recording every nuance of the scene in front of you. These convenience features, with the phenomenal performance of the camera, will make your journey with the Panasonic Lumix DMC-FZ40 truly memorable.",http://img.fkcdn.com/image/camera/f/y/a/panasonic-lumix-dmc-fz40-point-shoot-original-imaczwvvztewqtjz.jpeg;http://img.fkcdn.com/image/camera/f/y/a/panasonic-lumix-dmc-fz40-point-shoot-200x200-imaczwvvztewqtjz.jpeg;http://img.fkcdn.com/image/camera/f/y/a/panasonic-lumix-dmc-fz40-point-shoot-400x400-imaczwvvztewqtjz.jpeg;http://img.fkcdn.com/image/camera/f/y/a/panasonic-lumix-dmc-fz40-point-shoot-800x800-imaczwvvztewqtjz.jpeg,1,29990,12900,12900,24,Panasonic,[],FALSE,TRUE,,56,0,,,Black,,,,Effective Pixels - 14.1Megapixels;Optical Zoom - 24;CCD Image Sensor;3 inch LCD Screen,"Effective Pixels - 14.1 Megapixels;Warranty Summary - Panasonic Digital camera products are covered with 3 years domestic warranty, including only manufacturing defects and services, but not defects due to mishandling.;3 inch LCD Screen;Optical Zoom - 24;Sensor Size - 1/2.33",,,3.9459877,648,21,,,
,CAMCYZHFRRHQZ2EP,Panasonic SDR-H101 Camcorder Camera,,http://img.fkcdn.com/image/camera/2/e/p/panasonic-h101-camcorder-original-imaczge5hmgfawhb.jpeg;http://img.fkcdn.com/image/camera/2/e/p/panasonic-h101-camcorder-200x200-imaczge5hmgfawhb.jpeg;http://img.fkcdn.com/image/camera/2/e/p/panasonic-h101-camcorder-400x400-imaczge5hmgfawhb.jpeg;http://img.fkcdn.com/image/camera/2/e/p/panasonic-h101-camcorder-800x800-imaczge5hmgfawhb.jpeg,1,19990,17000,17000,24,Panasonic,"[CAMCZSHYHBQYAJKQ, CAMCZSHYWFSXHEYU]",FALSE,TRUE,,14,0,,,Black,,,,with Panasonic Lens;Optical Zoom: 70,"Warranty Summary - Panasonic Camcorder products are covered with 3 years domestic warranty, including only manufacturing defects and services, but not defects due to mishandling.;2.7 inch LCD Screen;Optical Zoom - 70;Sensor Size - 1/8 inch",,,3.9739413,614,21,,,
,CAMD3HBYZRGH8NYT,Panasonic DMC-GF2,,http://img.fkcdn.com//image/camera/n/y/t/panasonic-lumix-dmc-gf2-slr-original-imad3ncyvdac28he.jpeg;http://img.fkcdn.com//image/camera/n/y/t/panasonic-lumix-dmc-gf2-slr-200x200-imad3ncyvdac28he.jpeg;http://img.fkcdn.com//image/camera/n/y/t/panasonic-lumix-dmc-gf2-slr-400x400-imad3ncyvdac28he.jpeg;http://img.fkcdn.com//image/camera/n/y/t/panasonic-lumix-dmc-gf2-slr-800x800-imad3ncyvdac28he.jpeg,1,44990,19500,19500,24,Panasonic,[],FALSE,TRUE,,56,0,,,White,,,,,"Effective Pixels - 12.1 Megapixels;Warranty Summary - Panasonic Digital camera products are covered with 3 years domestic warranty, including only manufacturing defects and services, but not defects due to mishandling.;3 inch LCD Screen;Sensor Size - Four Thirds",,,3.9459877,648,21,,,
,CAMCWHN8DABKX6ZT,SAMSUNG ST90 Point & Shoot Camera,,http://img.fkcdn.com/image/camera/6/z/t/samsung-st-series-st90-point-shoot-original-imacyby8awqqczts.jpeg;http://img.fkcdn.com/image/camera/6/z/t/samsung-st-series-st90-point-shoot-200x200-imacyby8awqqczts.jpeg;http://img.fkcdn.com/image/camera/6/z/t/samsung-st-series-st90-point-shoot-400x400-imacyby8awqqczts.jpeg;http://img.fkcdn.com/image/camera/6/z/t/samsung-st-series-st90-point-shoot-800x800-imacyby8awqqczts.jpeg,1,9490,9110,9110,24,SAMSUNG,[CAMD2PSZNZMTQBKH],FALSE,TRUE,,4,0,,,Silver,,,,Effective Pixels - 14.2Megapixels;Optical Zoom - 5;CCD Image Sensor;3 inch LCD Screen,"Effective Pixels - 14.2 Megapixels;Warranty Summary - Samsung Digital Camera products are covered with 2 Years domestic warranty, including only manufacturing defects and services, but not defects due to mishandling.;3 inch LCD Screen;Optical Zoom - 5;Sensor Size - 1/2.3",,,3.731239,573,31,,,
,CAMCZSHYHBQYAJKQ,Panasonic SDR-H101,,http://img.fkcdn.com/image/camera/j/k/q/panasonic-sdr-h101-camcorder-original-imaczyyjgm2g8ktf.jpeg;http://img.fkcdn.com/image/camera/j/k/q/panasonic-sdr-h101-camcorder-200x200-imaczyyjgm2g8ktf.jpeg;http://img.fkcdn.com/image/camera/j/k/q/panasonic-sdr-h101-camcorder-400x400-imaczyyjgm2g8ktf.jpeg;http://img.fkcdn.com/image/camera/j/k/q/panasonic-sdr-h101-camcorder-800x800-imaczyyjgm2g8ktf.jpeg,1,19990,17000,17000,24,Panasonic,"[CAMCYZHFRRHQZ2EP, CAMCZSHYWFSXHEYU]",FALSE,TRUE,,14,0,,,Red,,,,,,,,4.086817,311,11,,,
,CAMCXNWTTGY9XYZM,SAMSUNG ES80 Point & Shoot Camera,,http://img.fkcdn.com/image/camera/y/z/m/samsung-es-series-es80-point-shoot-original-imacyby2ntpybmmj.jpeg;http://img.fkcdn.com/image/camera/y/z/m/samsung-es-series-es80-point-shoot-200x200-imacyby2ntpybmmj.jpeg;http://img.fkcdn.com/image/camera/y/z/m/samsung-es-series-es80-point-shoot-400x400-imacyby2ntpybmmj.jpeg;http://img.fkcdn.com/image/camera/y/z/m/samsung-es-series-es80-point-shoot-800x800-imacyby2ntpybmmj.jpeg,1,6490,5990,5990,24,SAMSUNG,[CAMCXRYHXRWXMVAG],FALSE,TRUE,,7,0,,,Silver,,,,Effective Pixels - 12.2Megapixels;Optical Zoom - 5;CCD Image Sensor;2.4 inch LCD Screen,"Effective Pixels - 12.2 Megapixels;Warranty Summary - Samsung Digital Camera products are covered with 2 Years domestic warranty, including only manufacturing defects and services, but not defects due to mishandling.;2.4 inch LCD Screen;Optical Zoom - 5;Sensor Size - 1/2.3",,,3.9457917,1402,49,,,
,CAME747PNEUYMSHT,Sony FDR-X1000V 4K Full HD Sports & Action Camera,,http://img.fkcdn.com/image/camera/s/h/t/sony-fdr-x1000v-sports-action-original-imae7483eekd4wb3.jpeg;http://img.fkcdn.com/image/camera/s/h/t/sony-fdr-x1000v-sports-action-200x200-imae7483eekd4wb3.jpeg;http://img.fkcdn.com/image/camera/s/h/t/sony-fdr-x1000v-sports-action-400x400-imae7483eekd4wb3.jpeg;http://img.fkcdn.com/image/camera/s/h/t/sony-fdr-x1000v-sports-action-800x800-imae7483eekd4wb3.jpeg,1,38990,38990,38990,24,Sony,[],FALSE,TRUE,,0,0,,,White,,,,Effective Pixel - 8.8Megapixels,Effective Pixels - 8.8 Megapixels;Warranty Summary - 2 Years Sony India Warranty and Free Transit insurance;WiFi Enabled,,,3.9411283,1223,35,,,
